gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Support_Tickets,App_Logins,Data_Usage_GB,Gouvernorat
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,10,4,20.97,Manouba
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,0,19,73.02,Zaghouan
Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,7,3,13.64,Zaghouan
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,2,12,90.64,Mahdia
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,4,14,11.63,Béja
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,5,5,35.63,Tunis
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,2,27,126.89,Gabès
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,9,4,10.37,Sousse
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,3,5,76.76,Monastir
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,No,4,21,27.28,Ariana
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,6,3,28.04,Kasserine
Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,5,3,40.06,Gabès
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,0,7,20.75,Jendouba
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,No,4,10,19.48,Mahdia
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,6,4,34.29,Sfax
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,0,17,122.87,Jendouba
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,7,5,22.44,Kasserine
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,0,8,23.93,Sfax
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,5,3,45.76,Sfax
Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,6,3,31.96,Sfax
Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,1,21,50.9,Tunis
Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,1,20,74.32,Ariana
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,No,4,24,83.3,Tunis
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,4,25,126.07,Ariana
Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,3,22,51.84,Siliana
Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,6,5,9.08,Sfax
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,No,3,28,100.11,Siliana
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,3,30,101.95,Zaghouan
Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,No,3,27,38.86,Sousse
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,4,16,135.17,Tataouine
Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,2,9,81.63,Sousse
Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,2,14,61.66,Nabeul
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,0,14,118.83,Kef
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,No,0,8,74.29,Sousse
Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,4,8,142.86,Kairouan
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,0,8,34.19,Sousse
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,3,16,40.0,Gabès
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,1,10,90.37,Sidi Bouzid
Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,2,28,88.43,Tunis
Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,3,7,17.46,Nabeul
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No,3,30,58.54,Nabeul
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,9,5,46.01,Ariana
Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,6,4,12.17,Sfax
Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No,1,5,58.46,Sidi Bouzid
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,7,0,10.9,Kasserine
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,3,22,82.93,Tunis
Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,No,3,20,66.6,Bizerte
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,No,0,6,65.51,Zaghouan
Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,No,2,26,50.59,Kef
Female,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,0,10,108.94,Sousse
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,No,2,10,68.94,Kairouan
Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,2,7,97.23,Manouba
Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,4,14,143.34,Béja
Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,No,1,10,36.61,Sfax
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,7,1,35.26,Kebili
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,No,1,16,95.84,Sfax
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,No,3,22,138.09,Kasserine
Male,0,Yes,No,4,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Mailed check,50.05,179.35,Yes,8,2,1.56,Gabès
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,No,4,16,111.94,Tunis
Male,0,No,No,24,No,No phone service,DSL,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,No,0,23,86.02,Kasserine
Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,No,1,15,31.94,Tunis
Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,Yes,6,1,32.03,Zaghouan
Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,No,1,11,89.22,Sousse
Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,No,0,26,52.9,Sfax
Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,No,4,22,96.12,Sfax
Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No,4,29,139.79,Tunis
Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,84.6,Yes,10,4,18.94,Ben Arous
Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1566.9,No,2,11,39.25,Tunis
Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,702.0,No,1,5,28.32,Sousse
Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,Yes,7,5,20.92,Jendouba
Female,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Two year,Yes,Mailed check,29.6,299.05,No,3,13,31.61,Ben Arous
Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,No,0,28,34.3,Sfax
Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,Yes,8,3,48.1,Gafsa
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,284.35,No,3,6,103.75,Monastir
Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,No,4,17,148.86,Kebili
Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,No,2,13,115.28,Kairouan
Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,No,4,25,108.79,Mahdia
Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,94.4,6126.15,No,2,26,149.53,Bizerte
Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,54.8,731.3,No,1,29,87.67,Monastir
Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,No,3,14,46.79,Sfax
Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,One year,No,Mailed check,65.0,2531.8,No,4,20,36.94,Kebili
Male,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,Yes,10,1,19.77,Kasserine
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,Yes,6,4,40.61,Sidi Bouzid
Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,99.0,4298.45,No,2,24,92.61,Sousse
Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,93.5,4619.55,No,1,29,29.87,Gafsa
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,147.15,Yes,8,5,42.97,Ben Arous
Male,1,Yes,No,1,No,No phone service,DSL,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,Yes,4,5,28.44,Sousse
Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,No,0,18,91.96,Tozeur
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,193.05,No,1,22,63.53,Sfax
Female,0,Yes,Yes,67,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9,No,2,19,94.0,Nabeul
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,No,4,5,71.18,Siliana
Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.35,5791.1,No,2,28,14.1,Ben Arous
Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.6,80.55,Yes,8,5,11.24,Sidi Bouzid
Female,1,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.0,1228.65,No,3,24,124.85,Béja
Male,1,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,Yes,7,2,44.98,Ben Arous
Male,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,1364.3,Yes,4,5,37.98,Sfax
Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,No,4,13,32.23,Bizerte
Female,0,No,No,31,No,No phone service,DSL,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,1520.1,No,0,17,56.08,Sfax
Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3,5032.25,No,1,18,133.29,Tunis
Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5526.75,No,4,23,37.12,Sfax
Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,No,4,23,103.57,Ariana
Female,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,No,3,29,129.5,Manouba
Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1099.6,Yes,5,5,40.85,Ariana
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.25,1732.95,No,2,13,92.52,Monastir
Female,1,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,1511.2,Yes,8,5,5.44,Ariana
Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,No,No,Two year,Yes,Electronic check,59.75,3450.15,No,2,22,122.36,Médiénine
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.8,24.8,Yes,7,0,12.0,Ben Arous
Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.05,2172.05,No,2,17,148.76,Kairouan
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,70.6,Yes,5,2,23.66,Tunis
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.4,401.1,Yes,4,0,3.49,Tunis
Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.05,5624.85,Yes,8,5,45.71,Sousse
Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,No,2,12,72.76,Sidi Bouzid
Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,771.95,No,4,23,60.17,Manouba
Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),50.55,244.75,No,2,30,144.97,Sfax
Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,No,1,7,144.55,Ariana
Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,No,Electronic check,51.2,498.25,No,3,13,72.99,Siliana
Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.4,25.4,No,2,16,107.33,Bizerte
Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.45,3687.75,No,0,14,87.85,Kef
Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,Yes,9,1,10.73,Bizerte
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,One year,Yes,Credit card (automatic),76.0,1783.6,No,2,11,121.78,Kasserine
Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.35,927.15,No,0,9,23.27,Kasserine
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,70.0,Yes,10,3,48.93,Ariana
Male,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.5,606.55,Yes,4,5,37.86,Sfax
Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.85,435.4,Yes,6,1,36.17,Nabeul
Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,Yes,5,1,37.13,Tunis
Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,One year,No,Mailed check,61.2,2021.2,No,1,8,36.85,Nabeul
Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,One year,No,Mailed check,86.8,1940.8,No,1,17,31.75,Ben Arous
Female,1,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,567.8,No,1,30,59.42,Béja
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,220.35,No,1,12,92.46,Monastir
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,No,2,14,23.28,Tunis
Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,Two year,No,Electronic check,76.05,5436.45,No,3,25,15.38,Sousse
Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,No,4,27,108.41,Jendouba
Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.55,3015.75,No,0,27,87.62,Tunis
Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,73.6,73.6,Yes,6,5,10.89,Sfax
Male,0,No,No,23,Yes,No,DSL,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,No,0,10,106.74,Ben Arous
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,Yes,9,4,31.76,Gabès
Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,No,1,21,73.05,Sfax
Female,0,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,No,1,9,147.62,Nabeul
Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,81.85,3141.7,No,1,24,61.42,Kasserine
Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.8,1229.1,No,0,24,18.42,Sfax
Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,Yes,9,3,19.39,Sfax
Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Two year,No,Mailed check,75.55,2054.4,No,3,29,145.17,Tataouine
Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3741.85,No,4,11,53.23,Sidi Bouzid
Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),78.75,3682.45,No,1,14,23.84,Ariana
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,No,0,30,138.99,Kairouan
Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,No,2,22,128.47,Ben Arous
Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,4895.1,No,4,29,20.04,Tunis
Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,341.6,No,2,30,141.94,Kasserine
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6,415.55,Yes,5,3,24.93,Jendouba
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,No,4,30,125.17,Bizerte
Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1355.1,No,2,18,121.22,Sfax
Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),80.3,3058.65,Yes,9,5,18.02,Nabeul
Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,93.15,2231.05,Yes,8,1,3.28,Sfax
Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,No,2,12,65.63,Médiénine
Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,Yes,5,4,8.3,Siliana
Female,0,Yes,Yes,72,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60.0,4264.0,No,4,16,119.72,Tunis
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.8,44.8,No,0,5,29.82,Monastir
Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,One year,No,Mailed check,48.6,422.3,No,0,7,65.65,Kairouan
Male,0,No,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,No,4,15,48.03,Médiénine
Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,No,3,20,126.56,Tunis
Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05,No,3,8,131.73,Ben Arous
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,Yes,6,3,23.42,Ariana
Female,1,Yes,Yes,28,No,No phone service,DSL,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.9,973.65,No,2,7,130.64,Tunis
